Matrix-Vector Multiplication Test
Size,Time (μs)
8,51200,8723.3,True
16,25600,17150.5,True
32,12800,38004.7,True
64,6400,71371,True
128,3200,144526,True
256,1600,296422,True
512,800,752909,True
1024,400,2.47117e+06,True
2048,200,7.88537e+06,True
4096,100,1.27322e+07,True
