Array Sum Test
Size,Time (μs)
512,512000,395118,True
1024,256000,336877,True
2048,128000,343093,True
4096,64000,339266,True
8192,32000,369465,True
16384,16000,373657,True
32768,8000,344840,True
65536,4000,349533,True
131072,2000,366943,True
262144,1000,350750,True
