Array Sum Test
Size,Time (μs)
512,512000,626286,True
1024,256000,659038,True
2048,128000,513299,True
4096,64000,475618,True
8192,32000,520079,True
16384,16000,585867,True
32768,8000,449928,True
65536,4000,488930,True
131072,2000,449178,True
262144,1000,1.31077e+06,True
