Array Sum Test
Size,Time (μs)
512,512000,787693,True
1024,256000,668467,True
2048,128000,738287,True
4096,64000,679650,True
8192,32000,764652,True
16384,16000,711464,True
32768,8000,692485,True
65536,4000,707662,True
131072,2000,714632,True
262144,1000,886940,True
