Matrix-Vector Multiplication Test
Size,Time (μs)
8,51200,0,True
16,25600,1,True
32,12800,5,True
64,6400,19,True
128,3200,68,True
256,1600,282,True
512,800,1419,True
1024,400,7864,True
2048,200,54855,True
4096,100,210824,True
Matrix-Vector Multiplication Test
Size,Time (μs)
8,51200,0,True
16,25600,1,True
32,12800,3,True
64,6400,15,True
128,3200,65,True
256,1600,261,True
512,800,1238,True
1024,400,4336,True
2048,200,17624,True
4096,100,72581,True
